protein_mention_id,doi,name,abbreviation,species_or_source,role,query,value_origin,source_database,match_status,qa_status,qa_note,uniprot_accession,uniprot_id,reviewed,protein_full_name,organism,sequence_length,molecular_mass_Da,sequence_available,pdb_cross_refs,result_count
1627,10.1016/j.reactfunctpolym.2009.04.009,fibrinogen,Fbg,Sigma Company; species not specified,template and target protein,fibrinogen Sigma Company; species not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1628,10.1016/j.reactfunctpolym.2009.04.009,bovine serum albumin,BSA,bovine; Sigma Company,reference competitor protein for selectivity,bovine serum albumin bovine; Sigma Company,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1629,10.1016/j.reactfunctpolym.2009.04.009,urease,,Sigma Company; species not specified,reference competitor protein for selectivity,urease Sigma Company; species not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1090,10.1016/j.reactfunctpolym.2012.08.016,bovine serum albumin,BSA,bovine,model protein for adsorption and release,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
543,10.1016/j.reactfunctpolym.2013.03.009,human immunoglobulin G,IgG,human; purchased from Sigma,starting protein and adsorption target,human immunoglobulin G human; purchased from Sigma,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
544,10.1016/j.reactfunctpolym.2013.03.009,Fab fragments of immunoglobulin G,Fab,from human IgG digested with papain,template molecule and adsorption target,human IgG Fab fragment from human IgG digested with papain,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
545,10.1016/j.reactfunctpolym.2013.03.009,Fc fragments of immunoglobulin G,Fc,from human IgG digested with papain and separated by FPLC,competitor biomolecule,human IgG Fc fragment from human IgG digested with papain and separated by FPLC,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
546,10.1016/j.reactfunctpolym.2013.03.009,albumin,,,competitor biomolecule,albumin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
547,10.1016/j.reactfunctpolym.2013.03.009,papain,,,proteolytic digestion enzyme,papain,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3318,10.1016/j.reactfunctpolym.2013.10.012,bovine serum albumin,BSA,"bovine; purchased from Solarbio Science & Technology Co. Ltd., Beijing, China","representative foulant, rejected solute, and probe molecule for pore-size calculation","bovine serum albumin bovine; purchased from Solarbio Science & Technology Co. Ltd., Beijing, China",external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
740,10.1016/j.reactfunctpolym.2014.12.001,bovine serum albumin,BSA,bovine,template molecule and target adsorbate,bovine serum albumin Bos taurus,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
741,10.1016/j.reactfunctpolym.2014.12.001,ovalbumin,Ova,,competitive protein,ovalbumin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
742,10.1016/j.reactfunctpolym.2014.12.001,bovine hemoglobin,Hb,bovine,competitive protein,bovine hemoglobin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
743,10.1016/j.reactfunctpolym.2014.12.001,bovine gamma-globulin,Glo,bovine,competitive protein,bovine gamma-globulin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1574,10.1016/j.reactfunctpolym.2015.02.007,Bovine Serum Albumin,BSA,bovine,model protein adsorbate,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
719,10.1016/j.reactfunctpolym.2015.09.004,human serum albumin,HSA,human,immobilized affinity ligand; protein immobilization target,human serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
720,10.1016/j.reactfunctpolym.2015.09.004,plasma proteins,,human plasma,sample matrix and potential competitors,plasma proteins human plasma,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3112,10.1016/j.reactfunctpolym.2020.104738,Bovine Serum Albumin,BSA,bovine,model protein foulant,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1469,10.1016/j.reactfunctpolym.2021.105036,bovine serum albumin,BSA,bovine,auxiliary binding protein and hydrogel ligand,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1470,10.1016/j.reactfunctpolym.2021.105036,albumin,,,background example of serum protein drug carrier,albumin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1897,10.1016/j.seppur.2011.08.011,lysozyme,,chicken egg white,"target protein for adsorption, selectivity, FPLC, and reuse",Gallus gallus lysozyme C chicken egg white,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1898,10.1016/j.seppur.2011.08.011,cytochrome c,,horse heart,competitor protein,Equus caballus cytochrome c horse heart,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1899,10.1016/j.seppur.2011.08.011,ribonuclease A,RNase A,,competitor protein,ribonuclease A,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1900,10.1016/j.seppur.2011.08.011,egg white proteins,,egg white,biological protein matrix,egg white proteins,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
612,10.1016/j.seppur.2013.08.026,immunoglobulin G,IgG,bovine,target protein,bovine immunoglobulin G,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
613,10.1016/j.seppur.2013.08.026,bovine gamma globulin,,bovine,source material for IgG solutions,bovine gamma globulin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
614,10.1016/j.seppur.2013.08.026,albumin,,bovine serum,competitor serum protein,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
615,10.1016/j.seppur.2013.08.026,immunoglobulin A,IgA,bovine,background immunoglobulin mentioned in introduction,bovine immunoglobulin A,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
616,10.1016/j.seppur.2013.08.026,immunoglobulin M,IgM,bovine,background immunoglobulin mentioned in introduction,bovine immunoglobulin M,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1468,10.1016/j.seppur.2017.03.055,bovine serum albumin,BSA,bovine,fouling protein and sample matrix protein,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
4065,10.1016/j.seppur.2017.07.001,lysozyme,,chicken egg white,model protein adsorbate,chicken egg white lysozyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
4066,10.1016/j.seppur.2017.07.001,bovine serum albumin,BSA,bovine,model protein adsorbate,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1567,10.1016/j.seppur.2022.121224,bovine serum albumin,BSA,bovine,target protein adsorbate,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1754,10.1016/j.seppur.2022.121865,bovine serum albumin,BSA,bovine,"model albumin, competitor protein, biological solution component",bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
64,10.1016/j.seppur.2023.124999,bovine serum albumin,BSA,bovine,"template, target protein",bovine serum albumin Bos taurus,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02769,ALBU_BOVIN,False,Albumin,Bos taurus,607.0,69293.0,True,,3.0
65,10.1016/j.seppur.2023.124999,bovine hemoglobin,BHb,bovine,reference protein and competitor,bovine hemoglobin Bos taurus,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P02070,HBB_BOVIN,False,Hemoglobin subunit beta,Bos taurus,145.0,15954.0,True,,3.0
66,10.1016/j.seppur.2023.124999,lysozyme,Lys,,reference protein and mixture competitor,lysozyme,external_descriptor,UniProt,matched,usable,,P61626,LYSC_HUMAN,False,Lysozyme C,Homo sapiens,148.0,16537.0,True,,3.0
67,10.1016/j.seppur.2023.124999,cytochrome C,Cyt C,,reference protein,cytochrome c,external_descriptor,UniProt,matched,usable,,Q01519,COX12_YEAST,False,"Cytochrome c oxidase subunit 12, mitochondrial",Saccharomyces cerevisiae (strain ATCC 204508 / S288c),83.0,9788.0,True,,3.0
68,10.1016/j.seppur.2023.124999,ovalbumin,OVA,chicken egg white,reference protein and mixture competitor,ovalbumin chicken chicken egg white,external_descriptor,UniProt,matched,needs_review,reported_species_not_in_uniprot_organism,P01012,OVAL_CHICK,False,Ovalbumin,Gallus gallus,386.0,42881.0,True,,3.0
1695,10.1016/j.seppur.2024.126438,bovine serum albumin,BSA,bovine blood,model protein adsorbate,bovine serum albumin Bos taurus bovine blood,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1696,10.1016/j.seppur.2024.126438,lysozyme,,,prior work protein crystallization target,lysozyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2616,10.1016/j.seppur.2025.131953,adhesion proteins,,bacteria,qualitative biofilm adhesion mediator mentioned in anti-fouling mechanism,adhesion proteins bacteria,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2956,10.1016/j.seppur.2025.132314,bovine serum albumin,BSA,bovine,larger retained protein/separation target,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2957,10.1016/j.seppur.2025.132314,collagen,,not specified,smaller permeating protein/separation target,collagen not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2958,10.1016/j.seppur.2025.132314,alpha-lactalbumin,ALA,,literature comparison protein,alpha-lactalbumin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2959,10.1016/j.seppur.2025.132314,gamma-globulin,,,literature comparison protein,gamma globulin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
519,10.1016/j.sna.2023.114371,trypsin,,bovine pancreas,model protein/enzyme adsorbate,bovine trypsin pancreas bovine pancreas,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1482,10.1016/j.snb.2012.10.007,bovine haemoglobin,BHb,bovine; Sigma-Aldrich,"template protein, target protein, pre-adsorbed protein layer",bovine hemoglobin bovine; Sigma-Aldrich,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1483,10.1016/j.snb.2012.10.007,bovine serum albumin,BSA,bovine; Sigma-Aldrich,template protein for BSA MIP and comparator/control protein,bovine serum albumin bovine; Sigma-Aldrich,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1484,10.1016/j.snb.2012.10.007,plasma proteins,,pooled plasma,biofouling interferent mixture,plasma proteins pooled plasma,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1485,10.1016/j.snb.2012.10.007,serum proteins,,pooled serum,biofouling interferent mixture,serum proteins pooled serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
4243,10.1016/j.snb.2014.09.053,bovine haemoglobin,BHb,bovine,template protein and cognate target,bovine hemoglobin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
4244,10.1016/j.snb.2014.09.053,bovine serum albumin,BSA,bovine,non-cognate competitor/interferent,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
4245,10.1016/j.snb.2014.09.053,lysozyme,Lyz,hen egg-white,non-cognate protein,hen egg-white lysozyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
4246,10.1016/j.snb.2014.09.053,thaumatin,Thau,Thaumatococcus danielii,non-cognate protein,Thaumatococcus danielii thaumatin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
4247,10.1016/j.snb.2014.09.053,trypsin,Tryp,bovine pancreatic,non-cognate protein,bovine trypsin bovine pancreatic,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
4248,10.1016/j.snb.2014.09.053,myoglobin,Mb,equine heart,non-cognate protein,equine myoglobin equine heart,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3874,10.1016/j.snb.2016.03.123,bovine serum albumin,BSA,bovine; Sangon Biotech,blocking protein and conjugate carrier protein,bovine serum albumin bovine; Sangon Biotech,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3875,10.1016/j.snb.2016.03.123,AFB1-BSA,AFB1-BSA,Sigma-Aldrich product number A6655,immobilized antigen conjugate,bovine serum albumin Sigma-Aldrich product number A6655,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3876,10.1016/j.snb.2016.03.123,FB1-BSA,FB1-BSA,"Hongdu Biotech Co., Ltd",immobilized antigen conjugate,"bovine serum albumin Hongdu Biotech Co., Ltd",external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3877,10.1016/j.snb.2016.03.123,OTA-BSA,OTA-BSA,"Hongdu Biotech Co., Ltd",immobilized antigen conjugate,"bovine serum albumin Hongdu Biotech Co., Ltd",external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3878,10.1016/j.snb.2016.03.123,mouse monoclonal anti-AFB1 antibody,AFB1-Ab,"mouse; Hongdu Biotech Co., Ltd",primary antibody,"mouse monoclonal anti-AFB1 antibody mouse; Hongdu Biotech Co., Ltd",external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3879,10.1016/j.snb.2016.03.123,mouse monoclonal anti-FB1 antibody,FB1-Ab,"mouse; Hongdu Biotech Co., Ltd",primary antibody,"mouse monoclonal anti-FB1 antibody mouse; Hongdu Biotech Co., Ltd",external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3880,10.1016/j.snb.2016.03.123,mouse monoclonal anti-OTA antibody,OTA-Ab,"mouse; Hongdu Biotech Co., Ltd",primary antibody,"mouse monoclonal anti-OTA antibody mouse; Hongdu Biotech Co., Ltd",external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3881,10.1016/j.snb.2016.03.123,rabbit polyclonal secondary antibody to mouse IgG-H&L (HRP),HRP-IgG,rabbit; Abcam product number ab6728,HRP-labeled secondary antibody,rabbit polyclonal secondary antibody to mouse IgG-H&L (HRP) rabbit; Abcam product number ab6728,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3971,10.1016/j.snb.2017.05.003,horseradish peroxidase,HRP,Sigma-Aldrich,immobilized enzyme receptor for H2O2 sensing,horseradish peroxidase Sigma-Aldrich,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3972,10.1016/j.snb.2017.05.003,glucose oxidase,GOx,Sigma-Aldrich,immobilized enzyme for glucose cascade sensing,glucose oxidase Sigma-Aldrich,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
4221,10.1016/j.snb.2017.06.003,hepatitis B core antigen,HBcAg,"E. coli strain BL21(DE3), truncated HBcAg residues 3-148 with Tyr-132 to Ala mutation",target analyte and immobilized affinity crosslink component,"hepatitis B core antigen E. coli strain BL21(DE3), truncated HBcAg residues 3-148 with Tyr-132 to Ala mutation",external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
4222,10.1016/j.snb.2017.06.003,anti-hepatitis B core antigen antibody,anti-HBc,rabbit-derived,immobilized molecular recognition element,rabbit anti-HBc antibody rabbit-derived,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
4223,10.1016/j.snb.2017.06.003,bovine serum albumin,BSA,,non-target protein control,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
4224,10.1016/j.snb.2017.06.003,hepatitis B surface antigen,HBsAg,"human plasma-derived HBsAg, ad subtype, highly purified and heat inactivated",non-target antigen control,"hepatitis B surface antigen human plasma-derived HBsAg, ad subtype, highly purified and heat inactivated",external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
4225,10.1016/j.snb.2017.06.003,rabbit serum proteins,,rabbit serum,biological matrix / competitor background,rabbit serum proteins,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3845,10.1016/j.snb.2019.126950,cell-adherent proteins,,E. coli biofilm or cell-secreted biomolecules,generic mechanistic class mentioned as potentially limited by longer free polymer segments,cell-adherent proteins E. coli biofilm or cell-secreted biomolecules,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3797,10.1016/j.snb.2021.131296,horseradish peroxidase,HRP,horseradish,enzyme encapsulated in PEG-DA hydrogel; catalyzes TMB oxidation,horseradish peroxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3798,10.1016/j.snb.2021.131296,glucose oxidase,GOx,,enzyme used to generate H2O2 from glucose in assay,glucose oxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3799,10.1016/j.snb.2021.131296,cholesterol oxidase,CHOx,,enzyme used to generate H2O2 from cholesterol in assay,cholesterol oxidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3800,10.1016/j.snb.2021.131296,chromoprotein,,whole blood,interfering blood component blocked by hydrogel size exclusion,blood chromoprotein whole blood,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2771,10.1016/j.snb.2024.136256,lysozyme,Lys,,single protein foulant,lysozyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2772,10.1016/j.snb.2024.136256,bovine serum albumin,BSA,bovine,single protein foulant and interfering substance,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2773,10.1016/j.snb.2024.136256,FITC-BSA,FITC-BSA,bovine,fluorescent protein adsorption probe,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2774,10.1016/j.snb.2024.136256,bovine hemoglobin albumin,Hg,bovine,single protein foulant,bovine hemoglobin albumin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
2775,10.1016/j.snb.2024.136256,fetal bovine serum,FBS,bovine fetal serum,complex fouling medium,fetal bovine serum bovine fetal serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
2776,10.1016/j.snb.2024.136256,human serum albumin,HSA,human,interfering substance in ATP selectivity test,human serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3584,10.1016/j.snb.2024.136672,hemoglobin,Hb,purified source not specified; human blood samples also tested,target protein,hemoglobin human purified source not specified; human blood samples also tested,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3585,10.1016/j.snb.2024.136672,cytochrome C,Cyt C,not specified,protein comparator/interferent,cytochrome c not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3586,10.1016/j.snb.2024.136672,human serum albumin,HSA,human,protein comparator/interferent,human serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3587,10.1016/j.snb.2024.136672,lysozyme,,not specified,protein comparator/interferent,lysozyme not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3132,10.1016/j.snb.2025.138032,neuron-specific enolase,NSE,,target tumor marker antigen,neuron-specific enolase human,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3133,10.1016/j.snb.2025.138032,bovine serum albumin,BSA,bovine,model protein foulant and interferent,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3134,10.1016/j.snb.2025.138032,fluorescein isothiocyanate-bovine serum albumin,FITC-BSA,bovine,fluorescent protein adsorption probe,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3135,10.1016/j.snb.2025.138032,alpha fetoprotein,AFP,,interferent,alpha fetoprotein human,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3136,10.1016/j.snb.2025.138032,carcinoembryonic antigen,CEA,,interferent,carcinoembryonic antigen human CEACAM5,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3137,10.1016/j.snb.2025.138032,prostate specific antigen,PSA,,interferent,prostate specific antigen human KLK3,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3138,10.1016/j.snb.2025.138032,alkaline phosphatase,ALP,,interferent,alkaline phosphatase human,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3139,10.1016/j.snb.2025.138032,nitroreductase,NTR,,interferent,nitroreductase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3140,10.1016/j.snb.2025.138032,anti-NSE capture antibody,Ab1,,capture antibody immobilized on KFC-modified hydrogel interface,anti-NSE capture antibody,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3141,10.1016/j.snb.2025.138032,anti-NSE detection antibody,Ab2,,detection antibody in Ag NCs-KFC-Ab2 signal probe,anti-NSE detection antibody,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3142,10.1016/j.snb.2025.138032,fetal bovine serum proteins,FBS,fetal bovine serum,complex fouling matrix,fetal bovine serum proteins,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1206,10.1016/j.snb.2025.138404,cytochrome C,Cyt C,Cambridge Bioscience; species not specified,MWCO/recovery panel protein,cytochrome c Cambridge Bioscience; species not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1207,10.1016/j.snb.2025.138404,interleukin 9,IL9,Cambridge Bioscience; species not specified,MWCO/recovery panel protein,interleukin-9 Cambridge Bioscience; species not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1208,10.1016/j.snb.2025.138404,interleukin 2,IL2,Cambridge Bioscience; species not specified,MWCO/recovery panel protein; labelling study protein,interleukin-2 Cambridge Bioscience; species not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1209,10.1016/j.snb.2025.138404,lysozyme,Lys,Merck; species not specified,MWCO/recovery panel protein; labelling study protein,lysozyme Merck; species not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1210,10.1016/j.snb.2025.138404,myoglobin,Myo,Cambridge Bioscience; species not specified,MWCO/recovery panel protein; labelling study protein,myoglobin Cambridge Bioscience; species not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1211,10.1016/j.snb.2025.138404,interleukin 6,IL6,Abcam ELISA kit source reported; species not specified,"biomarker analyte, MWCO/recovery panel protein, serum/BSA quantitation target",interleukin-6 Abcam ELISA kit source reported; species not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1212,10.1016/j.snb.2025.138404,carbonic anhydrase 1,CA1,Cambridge Bioscience; species not specified,MWCO/recovery panel protein,carbonic anhydrase 1 Cambridge Bioscience; species not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1213,10.1016/j.snb.2025.138404,ovalbumin,OA,Cambridge Bioscience; species not specified,MWCO/recovery panel protein; anomalous recovery case,ovalbumin Cambridge Bioscience; species not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1214,10.1016/j.snb.2025.138404,streptavidin,SA,IBA Lifesciences; Thermo Fisher for rhodamine-tagged RS,MWCO/recovery panel protein and assay target,streptavidin IBA Lifesciences; Thermo Fisher for rhodamine-tagged RS,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1215,10.1016/j.snb.2025.138404,bovine serum albumin,BSA,bovine; Merck,serum albumin interferent and MWCO/recovery panel protein,bovine serum albumin bovine; Merck,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1216,10.1016/j.snb.2025.138404,lactoferrin,Lac,Merck; species not specified,MWCO/recovery panel protein,lactoferrin Merck; species not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1217,10.1016/j.snb.2025.138404,matrix metalloproteinase 9,MMP9,Abcam; species not specified,MWCO/recovery panel protein,matrix metalloproteinase-9 Abcam; species not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1218,10.1016/j.snb.2025.138404,C-reactive protein,CRP,Abcam ELISA kit source reported; species not specified,MWCO/recovery panel protein,C-reactive protein Abcam ELISA kit source reported; species not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1219,10.1016/j.snb.2025.138404,streptavidin tagged with rhodamine Red-X,RS,Thermo Fisher,"model protein for preconcentration, incubation, release kinetics",streptavidin Thermo Fisher,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1220,10.1016/j.snb.2025.138404,anti-IL6 antibody,anti-IL6,anti-IL6 coated microtiter plates in ELISA kits,post-release recognition element for IL6 detection,anti-IL6 antibody anti-IL6 coated microtiter plates in ELISA kits,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3836,10.1016/j.snb.2025.138967,hyaluronidase,HAase,,target enzyme; urinary biomarker; hydrogel-degrading analyte,hyaluronidase,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3524,10.1016/j.snb.2025.139307,bovine serum albumin,BSA,bovine,model nonspecific adsorbing protein,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3525,10.1016/j.snb.2025.139307,fluorescein isothiocyanate labeled bovine serum albumin,FITC-BSA,bovine,fluorescent model protein for nonspecific adsorption imaging,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
3526,10.1016/j.snb.2025.139307,human saliva proteins,,human saliva,complex biofluid foulants,human saliva proteins,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
589,10.1016/j.talanta.2013.12.061,bovine serum albumin,BSA,bovine,"template protein, adsorption target, serum purification target",bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
590,10.1016/j.talanta.2013.12.061,ovalbumin,OVA,,reference protein and competitor,ovalbumin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
591,10.1016/j.talanta.2013.12.061,hemoglobin,Hb,,reference protein,hemoglobin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
592,10.1016/j.talanta.2013.12.061,lysozyme,Lyz,chicken egg white,reference protein,chicken egg white lysozyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
593,10.1016/j.talanta.2013.12.061,bovine calf serum,BCS,bovine calf serum,complex real sample matrix,bovine calf serum,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1424,10.1016/j.talanta.2014.01.010,bovine serum albumin,BSA,bovine,template protein and adsorption target,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
1425,10.1016/j.talanta.2014.01.010,lysozyme,Lys,,control protein for recognition/selectivity,lysozyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1426,10.1016/j.talanta.2014.01.010,ovalbumin,Ova,,control protein for recognition/selectivity,ovalbumin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1427,10.1016/j.talanta.2014.01.010,bovine hemoglobin,BHb,bovine,control protein for recognition/selectivity,bovine hemoglobin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
1428,10.1016/j.talanta.2014.01.010,bovine gamma-globulin,Glo,bovine,control protein for recognition/selectivity,bovine gamma-globulin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
509,10.1016/j.talanta.2018.08.084,bovine serum albumin,BSA,bovine,template protein and main adsorption target,bovine serum albumin,external_descriptor,UniProt,skipped,skipped,,,,,,,,,False,,
510,10.1016/j.talanta.2018.08.084,ovalbumin,OVA,,non-template comparator protein,ovalbumin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
511,10.1016/j.talanta.2018.08.084,lysozyme,Lyz,,non-template comparator protein,lysozyme,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
512,10.1016/j.talanta.2018.08.084,bovine hemoglobin,Bhb,bovine,non-template comparator protein with qualitative denaturation observation,bovine hemoglobin,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
3496,10.1016/j.talanta.2021.122678,avidin,avidin,Sigma-Aldrich; species not specified,protein shielding test analyte,avidin Sigma-Aldrich; species not specified,external_descriptor,UniProt,not_queried,not_queried,,,,,,,,,False,,
